doid_code	drugbank_id	resource
DOID:1686	DB00201	medi_lps
DOID:1686	DB00287	medi_hps
DOID:1686	DB00305	medi_hps
DOID:1686	DB00373	medi_hps
DOID:1686	DB00388	medi_hps
DOID:1686	DB00411	medi_hps
DOID:1686	DB00470	medi_lps
DOID:1686	DB00484	medi_hps
DOID:1686	DB00540	medi_lps
DOID:1686	DB00544	medi_lps
DOID:1686	DB00575	medi_hps
DOID:1686	DB00654	medi_hps
DOID:1686	DB00668	medi_hps
DOID:1686	DB00703	medi_hps
DOID:1686	DB00742	medi_hps
DOID:1686	DB00819	medi_hps
DOID:1686	DB00869	medi_hps
DOID:1686	DB00905	medi_hps
DOID:1686	DB00917	medi_lps
DOID:1686	DB00935	medi_lps
DOID:1686	DB00964	medi_hps
DOID:1686	DB00981	medi_hps
DOID:1686	DB00985	medi_lps
DOID:1686	DB01057	medi_hps
DOID:1686	DB01075	medi_lps
DOID:1686	DB01085	medi_hps
DOID:1686	DB01144	medi_hps
DOID:1686	DB01194	medi_hps
DOID:1686	DB01210	medi_hps
DOID:1686	DB01638	medi_hps
DOID:1686	DB03904	medi_hps
DOID:1686	DB08819	medi_lps
DOID:1725	DB00642	medi_lps
DOID:1781	DB00254	medi_lps
DOID:1781	DB00279	medi_hps
DOID:1781	DB00445	medi_hps
DOID:1781	DB00451	medi_hps
DOID:1781	DB00509	medi_hps
DOID:1781	DB00813	medi_lps
DOID:1781	DB00851	medi_lps
DOID:1781	DB00997	medi_hps
DOID:1781	DB01583	medi_hps
DOID:1781	DB05294	medi_hps
DOID:1781	DB08764	medi_hps
DOID:1790	DB00642	medi_lps
DOID:1793	DB00104	medi_hps
DOID:1793	DB00220	medi_lps
DOID:1793	DB00331	medi_lps
DOID:1793	DB00441	medi_hps
DOID:1793	DB00445	medi_hps
DOID:1793	DB00530	medi_hps
DOID:1793	DB00544	medi_hps
DOID:1793	DB00675	medi_hps
DOID:1793	DB00762	medi_hps
DOID:1793	DB00851	medi_hps
DOID:1793	DB00927	medi_lps
DOID:1793	DB00997	medi_hps
DOID:1793	DB01030	medi_lps
DOID:1793	DB01101	medi_lps
DOID:1793	DB01119	medi_lps
DOID:1793	DB01248	medi_hps
DOID:1793	DB01268	medi_hps
DOID:1793	DB04216	medi_lps
DOID:1793	DB04845	medi_lps
DOID:1793	DB05251	medi_lps
DOID:1793	DB08828	medi_lps
DOID:1793	DB08877	medi_lps
DOID:1826	DB00121	medi_lps
DOID:1826	DB00130	medi_lps
DOID:1826	DB00142	medi_lps
DOID:1826	DB00150	medi_lps
DOID:1826	DB00165	medi_lps
DOID:1826	DB00184	medi_lps
DOID:1826	DB00198	medi_lps
DOID:1826	DB00201	medi_lps
DOID:1826	DB00230	medi_hps
DOID:1826	DB00252	medi_hps
DOID:1826	DB00273	medi_hps
DOID:1826	DB00281	medi_lps
DOID:1826	DB00292	medi_hps
DOID:1826	DB00313	medi_hps
DOID:1826	DB00347	medi_hps
DOID:1826	DB00349	medi_hps
DOID:1826	DB00371	medi_lps
DOID:1826	DB00437	medi_lps
DOID:1826	DB00446	medi_lps
DOID:1826	DB00454	medi_lps
DOID:1826	DB00468	medi_lps
DOID:1826	DB00502	medi_lps
DOID:1826	DB00518	medi_lps
DOID:1826	DB00555	medi_hps
DOID:1826	DB00558	medi_lps
DOID:1826	DB00564	medi_hps
DOID:1826	DB00683	medi_hps
DOID:1826	DB00762	medi_lps
DOID:1826	DB00776	medi_hps
DOID:1826	DB00794	medi_hps
DOID:1826	DB00813	medi_lps
DOID:1826	DB00818	medi_hps
DOID:1826	DB00819	medi_hps
DOID:1826	DB00829	medi_hps
DOID:1826	DB00898	medi_lps
DOID:1826	DB00906	medi_hps
DOID:1826	DB00907	medi_lps
DOID:1826	DB00908	medi_lps
DOID:1826	DB00909	medi_hps
DOID:1826	DB00949	medi_hps
DOID:1826	DB00989	medi_lps
DOID:1826	DB00996	medi_hps
DOID:1826	DB00999	medi_lps
DOID:1826	DB01068	medi_hps
DOID:1826	DB01085	medi_lps
DOID:1826	DB01086	medi_lps
DOID:1826	DB01124	medi_lps
DOID:1826	DB01174	medi_hps
DOID:1826	DB01188	medi_lps
DOID:1826	DB01190	medi_lps
DOID:1826	DB01202	medi_hps
DOID:1826	DB01320	medi_hps
DOID:1826	DB01346	medi_hps
DOID:1826	DB01351	medi_hps
DOID:1826	DB01607	medi_lps
DOID:1826	DB02174	medi_lps
DOID:1826	DB02517	medi_lps
DOID:1826	DB03655	medi_lps
DOID:1826	DB04650	medi_lps
DOID:1826	DB04953	medi_lps
DOID:1826	DB05088	medi_lps
DOID:1826	DB05291	medi_lps
DOID:1826	DB06201	medi_hps
DOID:1826	DB06218	medi_lps
DOID:1826	DB06614	medi_lps
DOID:1826	DB06715	medi_lps
DOID:184	DB00399	medi_hps
DOID:184	DB00445	medi_hps
DOID:184	DB00563	medi_hps
DOID:184	DB00958	medi_hps
DOID:184	DB00997	medi_hps
DOID:184	DB01042	medi_lps
DOID:1909	DB00262	medi_hps
DOID:1909	DB00541	medi_lps
DOID:1909	DB00600	medi_lps
DOID:1909	DB00675	medi_lps
DOID:1909	DB00724	medi_lps
DOID:1909	DB00851	medi_hps
DOID:1909	DB00853	medi_hps
DOID:1909	DB00888	medi_lps
DOID:1909	DB00958	medi_lps
DOID:1909	DB00970	medi_hps
DOID:1909	DB01005	medi_hps
DOID:1909	DB01042	medi_hps
DOID:1909	DB01168	medi_hps
DOID:1909	DB01206	medi_hps
DOID:1909	DB01229	medi_lps
DOID:1909	DB01248	medi_hps
DOID:1909	DB02709	medi_lps
DOID:1909	DB08881	medi_hps
DOID:1936	DB00122	medi_lps
DOID:1936	DB00126	medi_lps
DOID:1936	DB00134	medi_lps
DOID:1936	DB00175	medi_hps
DOID:1936	DB00227	medi_hps
DOID:1936	DB00360	medi_lps
DOID:1936	DB00435	medi_lps
DOID:1936	DB00470	medi_lps
DOID:1936	DB00619	medi_lps
DOID:1936	DB00627	medi_hps
DOID:1936	DB00641	medi_hps
DOID:1936	DB00655	medi_lps
DOID:1936	DB00696	medi_lps
DOID:1936	DB00758	medi_hps
DOID:1936	DB00797	medi_hps
DOID:1936	DB00945	medi_lps
DOID:1936	DB00973	medi_hps
DOID:1936	DB01039	medi_lps
DOID:1936	DB01076	medi_lps
DOID:1936	DB01098	medi_hps
DOID:1936	DB01240	medi_hps
DOID:1936	DB01241	medi_lps
DOID:1936	DB01303	medi_lps
DOID:1936	DB01401	medi_lps
DOID:1936	DB01645	medi_lps
DOID:1936	DB01956	medi_lps
DOID:1936	DB02692	medi_lps
DOID:1936	DB02701	medi_hps
DOID:1936	DB02893	medi_lps
DOID:1936	DB03918	medi_lps
DOID:1936	DB08860	medi_lps
DOID:1993	DB00305	medi_lps
DOID:2043	DB00143	medi_lps
DOID:2043	DB00238	medi_lps
DOID:2043	DB00442	medi_hps
DOID:2043	DB00495	medi_lps
DOID:2043	DB00566	medi_lps
DOID:2043	DB00625	medi_lps
DOID:2043	DB00649	medi_lps
DOID:2043	DB00709	medi_hps
DOID:2043	DB00718	medi_hps
DOID:2043	DB00758	medi_lps
DOID:2043	DB00811	medi_lps
DOID:2043	DB01048	medi_lps
DOID:2043	DB01093	medi_lps
DOID:2043	DB01265	medi_hps
DOID:2043	DB04485	medi_hps
DOID:2043	DB08167	medi_lps
DOID:216	DB00281	medi_lps
DOID:216	DB00396	medi_lps
DOID:216	DB00721	medi_lps
DOID:216	DB00878	medi_lps
DOID:216	DB00907	medi_hps
DOID:216	DB01086	medi_lps
DOID:216	DB01904	medi_lps
DOID:216	DB01956	medi_lps
DOID:216	DB02513	medi_lps
DOID:216	DB02772	medi_lps
DOID:216	DB05291	medi_lps
DOID:2174	DB00230	medi_lps
DOID:2174	DB00541	medi_lps
DOID:2174	DB00921	medi_lps
DOID:2174	DB00958	medi_hps
DOID:2174	DB00970	medi_hps
DOID:2174	DB01030	medi_lps
DOID:219	DB00146	medi_lps
DOID:219	DB00162	medi_lps
DOID:219	DB00169	medi_lps
DOID:219	DB00331	medi_lps
DOID:219	DB00544	medi_hps
DOID:219	DB00650	medi_lps
DOID:219	DB00762	medi_hps
DOID:219	DB00848	medi_lps
DOID:219	DB01101	medi_hps
DOID:219	DB02709	medi_lps
DOID:219	DB03256	medi_lps
DOID:2355	DB00091	medi_lps
DOID:2355	DB00126	medi_hps
DOID:2355	DB00140	medi_lps
DOID:2355	DB00158	medi_hps
DOID:2355	DB00165	medi_hps
DOID:2355	DB00208	medi_lps
DOID:2355	DB00242	medi_lps
DOID:2355	DB00250	medi_lps
DOID:2355	DB00254	medi_lps
DOID:2355	DB00367	medi_lps
DOID:2355	DB00443	medi_lps
DOID:2355	DB00495	medi_lps
DOID:2355	DB00513	medi_lps
DOID:2355	DB00552	medi_lps
DOID:2355	DB00559	medi_lps
DOID:2355	DB00620	medi_lps
DOID:2355	DB00621	medi_lps
DOID:2355	DB00624	medi_lps
DOID:2355	DB00635	medi_lps
DOID:2355	DB00741	medi_lps
DOID:2355	DB00746	medi_lps
DOID:2355	DB00776	medi_lps
DOID:2355	DB00794	medi_lps
DOID:2355	DB00807	medi_lps
DOID:2355	DB00811	medi_lps
DOID:2355	DB00860	medi_lps
DOID:2355	DB00917	medi_lps
DOID:2355	DB00928	medi_lps
DOID:2355	DB00949	medi_hps
DOID:2355	DB00959	medi_lps
DOID:2355	DB00970	medi_lps
DOID:2355	DB01005	medi_lps
DOID:2355	DB01012	medi_lps
DOID:2355	DB01234	medi_lps
DOID:2355	DB01262	medi_hps
DOID:2355	DB01320	medi_lps
DOID:2355	DB01420	medi_lps
DOID:2355	DB01607	medi_lps
DOID:2355	DB01609	medi_lps
DOID:2355	DB02110	medi_lps
DOID:2355	DB02577	medi_lps
DOID:2355	DB03934	medi_lps
DOID:2355	DB04375	medi_lps
DOID:2355	DB04572	medi_lps
DOID:2355	DB04789	medi_lps
DOID:2355	DB05088	medi_lps
DOID:2355	DB06710	medi_lps
DOID:2355	DB07768	medi_lps
DOID:2355	DB07886	medi_lps
DOID:2355	DB08167	medi_hps
DOID:2355	DB08826	medi_hps
DOID:2377	DB00153	medi_lps
DOID:2377	DB00242	medi_hps
DOID:2377	DB00295	medi_lps
DOID:2377	DB00321	medi_lps
DOID:2377	DB00396	medi_lps
DOID:2377	DB00435	medi_lps
DOID:2377	DB00443	medi_lps
DOID:2377	DB00468	medi_lps
DOID:2377	DB00470	medi_lps
DOID:2377	DB00514	medi_hps
DOID:2377	DB00563	medi_hps
DOID:2377	DB00620	medi_lps
DOID:2377	DB00635	medi_hps
DOID:2377	DB00697	medi_hps
DOID:2377	DB00741	medi_lps
DOID:2377	DB00851	medi_lps
DOID:2377	DB00860	medi_hps
DOID:2377	DB00883	medi_lps
DOID:2377	DB00908	medi_lps
DOID:2377	DB00945	medi_lps
DOID:2377	DB00959	medi_hps
DOID:2377	DB00993	medi_hps
DOID:2377	DB00996	medi_lps
DOID:2377	DB01015	medi_lps
DOID:2377	DB01204	medi_hps
DOID:2377	DB01219	medi_hps
DOID:2377	DB01234	medi_lps
DOID:2377	DB01275	medi_lps
DOID:2377	DB01346	medi_lps
DOID:2377	DB01677	medi_lps
DOID:2377	DB04299	medi_lps
DOID:2377	DB04375	medi_lps
DOID:2377	DB04573	medi_lps
DOID:2377	DB04789	medi_lps
DOID:2377	DB05286	medi_hps
DOID:2377	DB06216	medi_lps
DOID:2377	DB06637	medi_hps
DOID:2377	DB07702	medi_lps
DOID:2377	DB07886	medi_lps
DOID:2377	DB08868	medi_hps
DOID:2394	DB00291	medi_hps
DOID:2394	DB00361	medi_hps
DOID:2394	DB00441	medi_lps
DOID:2394	DB00445	medi_hps
DOID:2394	DB00488	medi_hps
DOID:2394	DB00541	medi_lps
DOID:2394	DB00544	medi_lps
DOID:2394	DB00773	medi_lps
DOID:2394	DB00958	medi_hps
DOID:2394	DB00997	medi_hps
DOID:2394	DB01005	medi_hps
DOID:2394	DB01008	medi_lps
DOID:2394	DB01030	medi_hps
DOID:2394	DB01042	medi_hps
DOID:2394	DB01229	medi_hps
DOID:2394	DB01248	medi_hps
DOID:2394	DB01357	medi_hps
DOID:2394	DB04572	medi_lps
DOID:2531	DB00172	medi_lps
DOID:2531	DB00188	medi_hps
DOID:2531	DB00190	medi_lps
DOID:2531	DB00200	medi_lps
DOID:2531	DB00225	medi_lps
DOID:2531	DB00227	medi_lps
DOID:2531	DB00242	medi_hps
DOID:2531	DB00257	medi_lps
DOID:2531	DB00261	medi_hps
DOID:2531	DB00262	medi_hps
DOID:2531	DB00282	medi_hps
DOID:2531	DB00291	medi_hps
DOID:2531	DB00307	medi_hps
DOID:2531	DB00316	medi_lps
DOID:2531	DB00322	medi_lps
DOID:2531	DB00361	medi_hps
DOID:2531	DB00364	medi_lps
DOID:2531	DB00380	medi_lps
DOID:2531	DB00399	medi_hps
DOID:2531	DB00437	medi_lps
DOID:2531	DB00441	medi_hps
DOID:2531	DB00443	medi_lps
DOID:2531	DB00444	medi_hps
DOID:2531	DB00445	medi_hps
DOID:2531	DB00459	medi_lps
DOID:2531	DB00495	medi_lps
DOID:2531	DB00516	medi_lps
DOID:2531	DB00523	medi_hps
DOID:2531	DB00530	medi_lps
DOID:2531	DB00536	medi_lps
DOID:2531	DB00537	medi_lps
DOID:2531	DB00541	medi_hps
DOID:2531	DB00552	medi_hps
DOID:2531	DB00553	medi_hps
DOID:2531	DB00563	medi_hps
DOID:2531	DB00570	medi_hps
DOID:2531	DB00586	medi_lps
DOID:2531	DB00619	medi_hps
DOID:2531	DB00620	medi_lps
DOID:2531	DB00631	medi_hps
DOID:2531	DB00635	medi_hps
DOID:2531	DB00667	medi_lps
DOID:2531	DB00694	medi_hps
DOID:2531	DB00706	medi_lps
DOID:2531	DB00738	medi_lps
DOID:2531	DB00741	medi_lps
DOID:2531	DB00755	medi_hps
DOID:2531	DB00762	medi_hps
DOID:2531	DB00773	medi_hps
DOID:2531	DB00851	medi_hps
DOID:2531	DB00860	medi_hps
DOID:2531	DB00888	medi_hps
DOID:2531	DB00898	medi_lps
DOID:2531	DB00907	medi_lps
DOID:2531	DB00928	medi_lps
DOID:2531	DB00949	medi_lps
DOID:2531	DB00951	medi_lps
DOID:2531	DB00958	medi_lps
DOID:2531	DB00959	medi_lps
DOID:2531	DB00982	medi_hps
DOID:2531	DB00987	medi_hps
DOID:2531	DB00997	medi_hps
DOID:2531	DB01005	medi_hps
DOID:2531	DB01008	medi_hps
DOID:2531	DB01010	medi_lps
DOID:2531	DB01012	medi_lps
DOID:2531	DB01013	medi_lps
DOID:2531	DB01030	medi_lps
DOID:2531	DB01033	medi_hps
DOID:2531	DB01042	medi_hps
DOID:2531	DB01073	medi_hps
DOID:2531	DB01117	medi_lps
DOID:2531	DB01164	medi_lps
DOID:2531	DB01168	medi_hps
DOID:2531	DB01177	medi_hps
DOID:2531	DB01179	medi_lps
DOID:2531	DB01204	medi_hps
DOID:2531	DB01206	medi_hps
DOID:2531	DB01234	medi_lps
DOID:2531	DB01240	medi_lps
DOID:2531	DB01254	medi_hps
DOID:2531	DB01262	medi_lps
DOID:2531	DB01280	medi_hps
DOID:2531	DB01294	medi_lps
DOID:2531	DB01375	medi_lps
DOID:2531	DB01413	medi_lps
DOID:2531	DB01586	medi_lps
DOID:2531	DB01590	medi_lps
DOID:2531	DB01645	medi_lps
DOID:2531	DB01671	medi_lps
DOID:2531	DB02000	medi_lps
DOID:2531	DB02097	medi_hps
DOID:2531	DB02110	medi_lps
DOID:2531	DB02165	medi_lps
DOID:2531	DB02373	medi_lps
DOID:2531	DB02453	medi_lps
DOID:2531	DB02546	medi_hps
DOID:2531	DB02577	medi_lps
DOID:2531	DB02853	medi_lps
DOID:2531	DB03255	medi_lps
DOID:2531	DB03512	medi_lps
DOID:2531	DB03840	medi_lps
DOID:2531	DB03852	medi_lps
DOID:2531	DB03904	medi_lps
DOID:2531	DB03934	medi_lps
DOID:2531	DB04031	medi_lps
DOID:2531	DB04219	medi_lps
DOID:2531	DB04231	medi_lps
DOID:2531	DB04397	medi_lps
DOID:2531	DB04428	medi_lps
DOID:2531	DB04441	medi_hps
DOID:2531	DB04494	medi_lps
DOID:2531	DB04572	medi_hps
DOID:2531	DB04845	medi_lps
DOID:2531	DB04868	medi_lps
DOID:2531	DB05245	medi_lps
DOID:2531	DB05381	medi_lps
DOID:2531	DB05389	medi_lps
DOID:2531	DB05461	medi_lps
DOID:2531	DB05488	medi_lps
DOID:2531	DB05494	medi_hps
DOID:2531	DB05630	medi_lps
DOID:2531	DB05891	medi_lps
DOID:2531	DB06292	medi_lps
DOID:2531	DB06705	medi_lps
DOID:2531	DB06715	medi_lps
DOID:2531	DB06723	medi_lps
DOID:2531	DB06777	medi_lps
DOID:2531	DB06809	medi_hps
DOID:2531	DB07475	medi_hps
DOID:2531	DB07886	medi_lps
DOID:2531	DB08700	medi_lps
DOID:2531	DB08865	medi_lps
DOID:2531	DB08877	medi_hps
DOID:2531	DB08938	medi_lps
DOID:2531	DB08995	medi_lps
DOID:263	DB00398	medi_hps
DOID:263	DB00399	medi_lps
DOID:263	DB00445	medi_lps
DOID:263	DB00541	medi_hps
DOID:263	DB00544	medi_lps
DOID:263	DB00570	medi_hps
DOID:263	DB00603	medi_hps
DOID:263	DB00773	medi_lps
DOID:263	DB00888	medi_lps
DOID:263	DB00958	medi_lps
DOID:263	DB00970	medi_hps
DOID:263	DB00997	medi_lps
DOID:263	DB01005	medi_hps
DOID:263	DB01206	medi_hps
DOID:263	DB01268	medi_hps
DOID:263	DB01590	medi_hps
DOID:263	DB06287	medi_hps
DOID:263	DB06589	medi_hps
DOID:2841	DB00091	medi_lps
DOID:2841	DB00125	medi_lps
DOID:2841	DB00143	medi_lps
DOID:2841	DB00148	medi_lps
DOID:2841	DB00162	medi_lps
DOID:2841	DB00180	medi_hps
DOID:2841	DB00240	medi_lps
DOID:2841	DB00316	medi_lps
DOID:2841	DB00394	medi_hps
DOID:2841	DB00435	medi_lps
DOID:2841	DB00443	medi_hps
DOID:2841	DB00454	medi_lps
DOID:2841	DB00471	medi_hps
DOID:2841	DB00549	medi_hps
DOID:2841	DB00558	medi_lps
DOID:2841	DB00583	medi_lps
DOID:2841	DB00588	medi_hps
DOID:2841	DB00620	medi_hps
DOID:2841	DB00635	medi_hps
DOID:2841	DB00668	medi_hps
DOID:2841	DB00716	medi_hps
DOID:2841	DB00728	medi_lps
DOID:2841	DB00741	medi_hps
DOID:2841	DB00742	medi_lps
DOID:2841	DB00764	medi_hps
DOID:2841	DB00792	medi_lps
DOID:2841	DB00852	medi_hps
DOID:2841	DB00860	medi_hps
DOID:2841	DB00917	medi_lps
DOID:2841	DB00920	medi_hps
DOID:2841	DB00935	medi_lps
DOID:2841	DB00959	medi_hps
DOID:2841	DB00983	medi_hps
DOID:2841	DB01001	medi_hps
DOID:2841	DB01003	medi_hps
DOID:2841	DB01017	medi_lps
DOID:2841	DB01179	medi_lps
DOID:2841	DB01223	medi_hps
DOID:2841	DB01234	medi_hps
DOID:2841	DB01274	medi_hps
DOID:2841	DB01359	medi_lps
DOID:2841	DB01364	medi_hps
DOID:2841	DB01380	medi_lps
DOID:2841	DB01409	medi_hps
DOID:2841	DB01410	medi_hps
DOID:2841	DB01638	medi_lps
DOID:2841	DB01656	medi_lps
DOID:2841	DB01904	medi_lps
DOID:2841	DB02648	medi_lps
DOID:2841	DB03852	medi_lps
DOID:2841	DB04027	medi_lps
DOID:2841	DB04077	medi_lps
DOID:2841	DB04665	medi_lps
DOID:2841	DB05039	medi_hps
DOID:2841	DB05318	medi_lps
DOID:2841	DB05436	medi_lps
DOID:2841	DB06151	medi_lps
DOID:2841	DB07886	medi_hps
DOID:2841	DB08906	medi_hps
DOID:2986	DB00091	medi_lps
DOID:2986	DB00121	medi_lps
DOID:2986	DB00208	medi_lps
DOID:2986	DB00437	medi_lps
DOID:2986	DB00635	medi_lps
DOID:2986	DB00695	medi_lps
DOID:2986	DB00774	medi_lps
DOID:2986	DB00860	medi_lps
DOID:2986	DB00880	medi_lps
DOID:2986	DB00907	medi_lps
DOID:2986	DB00999	medi_lps
DOID:2986	DB01053	medi_lps
DOID:2986	DB04650	medi_lps
DOID:2994	DB00291	medi_lps
DOID:2994	DB00563	medi_lps
DOID:2994	DB00773	medi_hps
DOID:2994	DB00917	medi_lps
DOID:2994	DB00970	medi_hps
DOID:2998	DB00291	medi_hps
DOID:2998	DB00445	medi_hps
DOID:2998	DB00563	medi_hps
DOID:2998	DB00570	medi_hps
DOID:2998	DB00666	medi_lps
DOID:2998	DB00773	medi_hps
DOID:2998	DB00958	medi_hps
DOID:2998	DB00970	medi_hps
DOID:2998	DB00997	medi_hps
DOID:2998	DB01042	medi_lps
DOID:3070	DB00262	medi_hps
DOID:3070	DB00470	medi_lps
DOID:3070	DB00853	medi_hps
DOID:3070	DB01168	medi_lps
DOID:3083	DB00035	medi_lps
DOID:3083	DB00143	medi_lps
DOID:3083	DB00462	medi_lps
DOID:3083	DB00558	medi_lps
DOID:3083	DB00588	medi_lps
DOID:3083	DB00635	medi_hps
DOID:3083	DB00764	medi_lps
DOID:3083	DB00852	medi_lps
DOID:3083	DB00860	medi_hps
DOID:3083	DB00907	medi_lps
DOID:3083	DB00983	medi_hps
DOID:3083	DB00985	medi_lps
DOID:3083	DB01001	medi_hps
DOID:3083	DB01003	medi_lps
DOID:3083	DB01075	medi_lps
DOID:3083	DB01223	medi_hps
DOID:3083	DB01274	medi_hps
DOID:3083	DB01364	medi_lps
DOID:3083	DB01409	medi_hps
DOID:3083	DB01656	medi_hps
DOID:3083	DB04339	medi_lps
DOID:3083	DB05039	medi_lps
DOID:3083	DB05389	medi_lps
DOID:3083	DB05436	medi_hps
DOID:3083	DB06151	medi_hps
DOID:3277	DB00104	medi_hps
DOID:3277	DB00445	medi_lps
DOID:3277	DB00997	medi_lps
DOID:3310	DB00091	medi_lps
DOID:3310	DB00121	medi_lps
DOID:3310	DB00223	medi_lps
DOID:3310	DB00240	medi_lps
DOID:3310	DB00288	medi_lps
DOID:3310	DB00337	medi_hps
DOID:3310	DB00427	medi_hps
DOID:3310	DB00443	medi_hps
DOID:3310	DB00591	medi_hps
DOID:3310	DB00620	medi_lps
DOID:3310	DB00635	medi_lps
DOID:3310	DB00741	medi_hps
DOID:3310	DB00860	medi_lps
DOID:3310	DB00864	medi_hps
DOID:3310	DB00959	medi_lps
DOID:3310	DB00993	medi_lps
DOID:3310	DB01234	medi_hps
DOID:3310	DB01260	medi_hps
DOID:3310	DB03600	medi_lps
DOID:3310	DB04650	medi_lps
DOID:3310	DB07886	medi_hps
DOID:3312	DB00143	medi_lps
DOID:3312	DB00159	medi_lps
DOID:3312	DB00176	medi_lps
DOID:3312	DB00246	medi_hps
DOID:3312	DB00273	medi_hps
DOID:3312	DB00313	medi_hps
DOID:3312	DB00321	medi_lps
DOID:3312	DB00334	medi_hps
DOID:3312	DB00344	medi_lps
DOID:3312	DB00363	medi_hps
DOID:3312	DB00413	medi_lps
DOID:3312	DB00424	medi_lps
DOID:3312	DB00433	medi_lps
DOID:3312	DB00458	medi_lps
DOID:3312	DB00477	medi_lps
DOID:3312	DB00543	medi_lps
DOID:3312	DB00555	medi_hps
DOID:3312	DB00564	medi_hps
DOID:3312	DB00572	medi_lps
DOID:3312	DB00623	medi_lps
DOID:3312	DB00715	medi_hps
DOID:3312	DB00734	medi_hps
DOID:3312	DB00747	medi_lps
DOID:3312	DB00776	medi_hps
DOID:3312	DB00780	medi_lps
DOID:3312	DB00794	medi_lps
DOID:3312	DB00850	medi_lps
DOID:3312	DB00906	medi_hps
DOID:3312	DB00909	medi_lps
DOID:3312	DB00934	medi_lps
DOID:3312	DB00985	medi_lps
DOID:3312	DB00988	medi_lps
DOID:3312	DB00996	medi_hps
DOID:3312	DB01065	medi_lps
DOID:3312	DB01068	medi_hps
DOID:3312	DB01075	medi_lps
DOID:3312	DB01151	medi_lps
DOID:3312	DB01202	medi_lps
DOID:3312	DB01224	medi_hps
DOID:3312	DB01238	medi_hps
DOID:3312	DB08815	medi_lps
DOID:332	DB00148	medi_lps
DOID:332	DB00205	medi_lps
DOID:332	DB00424	medi_lps
DOID:332	DB00468	medi_lps
DOID:332	DB00514	medi_hps
DOID:332	DB00572	medi_lps
DOID:332	DB00740	medi_hps
DOID:332	DB00747	medi_lps
DOID:332	DB00908	medi_lps
DOID:332	DB00985	medi_lps
DOID:332	DB01017	medi_lps
DOID:332	DB01065	medi_lps
DOID:332	DB01068	medi_lps
DOID:332	DB01075	medi_lps
DOID:332	DB01212	medi_lps
DOID:332	DB01346	medi_lps
DOID:3393	DB00091	medi_lps
DOID:3393	DB00126	medi_lps
DOID:3393	DB00158	medi_lps
DOID:3393	DB00159	medi_lps
DOID:3393	DB00175	medi_hps
DOID:3393	DB00177	medi_hps
DOID:3393	DB00178	medi_hps
DOID:3393	DB00190	medi_lps
DOID:3393	DB00194	medi_lps
DOID:3393	DB00200	medi_lps
DOID:3393	DB00201	medi_lps
DOID:3393	DB00225	medi_lps
DOID:3393	DB00227	medi_hps
DOID:3393	DB00258	medi_lps
DOID:3393	DB00281	medi_hps
DOID:3393	DB00292	medi_lps
DOID:3393	DB00295	medi_hps
DOID:3393	DB00316	medi_lps
DOID:3393	DB00320	medi_lps
DOID:3393	DB00322	medi_lps
DOID:3393	DB00327	medi_lps
DOID:3393	DB00331	medi_lps
DOID:3393	DB00343	medi_hps
DOID:3393	DB00360	medi_lps
DOID:3393	DB00364	medi_lps
DOID:3393	DB00368	medi_lps
DOID:3393	DB00371	medi_lps
DOID:3393	DB00373	medi_hps
DOID:3393	DB00388	medi_lps
DOID:3393	DB00390	medi_lps
DOID:3393	DB00451	medi_hps
DOID:3393	DB00492	medi_lps
DOID:3393	DB00497	medi_lps
DOID:3393	DB00509	medi_hps
DOID:3393	DB00514	medi_lps
DOID:3393	DB00516	medi_lps
DOID:3393	DB00519	medi_hps
DOID:3393	DB00540	medi_lps
DOID:3393	DB00569	medi_lps
DOID:3393	DB00575	medi_lps
DOID:3393	DB00580	medi_lps
DOID:3393	DB00583	medi_lps
DOID:3393	DB00594	medi_lps
DOID:3393	DB00621	medi_lps
DOID:3393	DB00624	medi_lps
DOID:3393	DB00627	medi_hps
DOID:3393	DB00640	medi_lps
DOID:3393	DB00641	medi_hps
DOID:3393	DB00647	medi_lps
DOID:3393	DB00655	medi_lps
DOID:3393	DB00668	medi_lps
DOID:3393	DB00678	medi_hps
DOID:3393	DB00692	medi_lps
DOID:3393	DB00696	medi_lps
DOID:3393	DB00700	medi_hps
DOID:3393	DB00722	medi_hps
DOID:3393	DB00727	medi_hps
DOID:3393	DB00741	medi_lps
DOID:3393	DB00758	medi_hps
DOID:3393	DB00775	medi_hps
DOID:3393	DB00783	medi_hps
DOID:3393	DB00790	medi_hps
DOID:3393	DB00814	medi_lps
DOID:3393	DB00852	medi_lps
DOID:3393	DB00860	medi_lps
DOID:3393	DB00862	medi_lps
DOID:3393	DB00883	medi_hps
DOID:3393	DB00907	medi_lps
DOID:3393	DB00945	medi_hps
DOID:3393	DB00956	medi_lps
DOID:3393	DB00966	medi_hps
DOID:3393	DB00973	medi_lps
DOID:3393	DB00975	medi_hps
DOID:3393	DB00985	medi_lps
DOID:3393	DB00988	medi_hps
DOID:3393	DB00999	medi_lps
DOID:3393	DB01016	medi_lps
DOID:3393	DB01020	medi_hps
DOID:3393	DB01035	medi_lps
DOID:3393	DB01039	medi_hps
DOID:3393	DB01048	medi_lps
DOID:3393	DB01075	medi_lps
DOID:3393	DB01076	medi_hps
DOID:3393	DB01086	medi_lps
DOID:3393	DB01098	medi_hps
DOID:3393	DB01113	medi_lps
DOID:3393	DB01115	medi_hps
